time,date,currency,impact,event,actual,forecast,previous
01:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,58.3,
02:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
02:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.0%,
02:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
02:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,2.5%,
02:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
03:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
03:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.4%,
03:15,2025-06-01,USD,medium,"&nbsp;",&nbsp;,48.3,
03:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,48.1,
03:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,49.5,
03:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,49.5,
03:55,2025-06-01,USD,medium,"&nbsp;",&nbsp;,48.8,
04:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,48.4,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.2%,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,45.1,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,65.00K,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,2.800B,
04:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
05:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
06:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
06:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
07:25,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
08:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
08:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
09:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,52.3,
10:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.4%,
10:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
10:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
10:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,49.3,
10:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,70.2,
10:15,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
11:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
11:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
12:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
12:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
12:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
13:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,3.8%,
13:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
17:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
18:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
18:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
18:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
18:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,3.6%,
19:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,2.1%,
19:00,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.1%,
19:50,2025-06-01,USD,medium,"&nbsp;",&nbsp;,-4.2%,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,0.2%,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,1.4%,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,-12.3B,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
21:30,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
21:45,2025-06-01,USD,medium,"&nbsp;",&nbsp;,50.8,
23:35,2025-06-01,USD,medium,"&nbsp;",&nbsp;,&nbsp;,
